txtb_year,textbox1,textbox4,txtb_value
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2005,"-7,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2005,"-8,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2005,"4,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2005,"5,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2005,"3,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2006,"22,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2006,"13,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2006,"26,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2006,"18,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2006,"29,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2006,"23,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2006,"33,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2006,"42,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2006,"19,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2006,"36,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2006,"25,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2006,"32,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2007,"29,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2007,"12,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2007,"9,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2007,"1,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2007,"9,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2007,"15,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2007,"10,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2007,"-3,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2007,"23,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2007,"-7,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2007,"0,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2007,"14,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2008,"0,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2008,"29,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2008,"24,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2008,"26,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2008,"11,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2008,"-2,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2008,"15,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2008,"14,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2008,"-10,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2008,"18,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2008,"27,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2008,"-3,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2009,"15,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2009,"-3,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2009,"4,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2009,"10,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2009,"16,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2009,"11,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2009,"13,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2009,"12,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2009,"25,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2009,"10,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2009,"-2,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2009,"12,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2010,"1,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2010,"9,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2010,"2,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2010,"9,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2010,"14,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2010,"27,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2010,"24,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2010,"35,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2010,"22,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2010,"24,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2010,"35,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2010,"30,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2011,"38,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2011,"34,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2011,"63,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2011,"56,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2011,"72,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2011,"65,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2011,"43,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2011,"55,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2011,"90,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2011,"85,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2011,"81,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2011,"67,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2012,"57,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2012,"91,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2012,"64,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2012,"62,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2012,"51,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2012,"63,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2012,"95,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2012,"64,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2012,"85,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2012,"67,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2012,"78,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2012,"99,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2013,"117,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2013,"103,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2013,"70,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2013,"81,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2013,"54,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2013,"60,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2013,"66,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2013,"61,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2013,"23,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2013,"57,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2013,"50,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2013,"36,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2014,"34,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2014,"25,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2014,"47,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2014,"26,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2014,"34,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2014,"26,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2014,"8,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2014,"13,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2014,"20,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2014,"11,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2014,"9,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2014,"6,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2015,"14,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2015,"12,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2015,"0,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2015,"2,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2015,"-1,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2015,"-0,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2015,"1,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2015,"-4,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2015,"-5,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2015,"-4,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2015,"5,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2015,"-29,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2016,"-17,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2016,"-7,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2016,"-18,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2016,"2,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2016,"-7,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2016,"-9,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2016,"-4,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2016,"-2,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2016,"-16,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2016,"-29,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2016,"-33,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2016,"-4,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2017,"-36,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2017,"-43,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2017,"-29,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2017,"-41,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2017,"-34,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2017,"-28,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2017,"-23,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2017,"-19,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2017,"-21,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2017,"-11,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2017,"-8,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2017,"-3,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2018,"0,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2018,"7,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2018,"6,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2018,"12,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2018,"7,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2018,"-2,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2018,"-7,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2018,"-5,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2018,"-4,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2018,"0,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2018,"-1,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2018,"12,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2019,"8,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2019,"5,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2019,"28,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2019,"17,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2019,"14,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2019,"15,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2019,"23,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2019,"5,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2019,"17,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2019,"25,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2019,"25,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2019,"7,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2020,"16,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2020,"17,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2020,"11,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2020,"-4,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2020,"0,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2020,"19,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2020,"11,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2020,"14,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2020,"24,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2020,"0,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2020,"-2,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2020,"6,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2021,"2,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2021,"-3,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2021,"-20,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2021,"-0,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2021,"7,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2021,"-6,9"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2021,"-6,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2021,"-0,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2021,"-8,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2021,"17,3"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2021,"18,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2021,"11,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2022,"4,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2022,"7,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2022,"9,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2022,"7,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2022,"3,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2022,"1,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2022,"5,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2022,"3,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2022,"-8,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2022,"-16,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2022,"-22,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2022,"-18,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2023,"-16,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2023,"-20,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2023,"-20,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2023,"-12,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2023,"-2,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2023,"-12,5"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2023,"2,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",8/2023,"9,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",9/2023,"18,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",10/2023,"21,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",11/2023,"26,6"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",12/2023,"31,4"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",1/2024,"25,2"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",2/2024,"35,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",3/2024,"35,1"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",4/2024,"23,8"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",5/2024,"20,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",6/2024,"32,0"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","12 kk:n muutos (1), %",7/2024,"10,7"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",1/2003,"2,45"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",2/2003,"2,41"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",3/2003,"2,33"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",4/2003,"2,36"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",5/2003,"2,20"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",6/2003,"2,16"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",7/2003,"1,86"
"Rahoitus- ja vakuutuslaitosten
(pl. rahalaitokset)","Keskikorko, %",8/2003,"1,87"
